Link, Anchor Text
"https://www.facebook.com/NationalRifleAssociation/?ref=nf", 
"https://www.facebook.com/NationalRifleAssociation/?fref=nf", 
"https://www.facebook.com/NationalRifleAssociation/posts/10154286049576833", April 21 at 2:00pm
"http://nr2a.org/KJ", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fnr2a.org%2FKJ&h=bAQFv2mrB&enc=AZNDdMP2c4TW7mwnVOp1Z81QvNewwvVCkbSV3-IYGbyajKk8ngUu0EEgLP3kI5DPpC9v2vtjaYq05ulxMJlfSFvxQaKxXpf-i3I4fEoVOvYTFYb3g1XwOtxdmugNFz92DFhudaXESwl0u-pkLqcrc3sXhZdQz3JrcKqPon_eI16CRXU4FBQGiYVRfGScZ13bDnWGv-kSHhUJgwQyIsJb2v7E&s=1", Gun Control Out of Control
"http://l.facebook.com/l.php?u=http%3A%2F%2Fnr2a.org%2FKJ&h=nAQEGOffNAQEir0LnP_EjT3kSBoOd979vKr3OKx0prLsdxg&enc=AZMr9qRxZ_0ucTGVLDbbVOERFX6yCocyZRfS67im6e5mV7SIcU7aYaKSK71I2qyre1Xk8Xb-QzYdf4NnEakaj6ZEl3y4qLBzeBnWHD2OYnRO0yQ2mtxUJ7MVf6X1nhNCnXMPId95senyHrDbjPJCeHx83RZq8CSKQVCiGpvFLQcmJVyxSBrMabQKGgGMOnBkGeF3EwuhCBhRCt-HGF0l5aZL&s=1", 
"https://www.facebook.com/NationalRifleAssociation/posts/10154286049576833?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 321 Comments
"https://www.facebook.com/shares/view?id=10154286049576833&av=100000246601123", 899 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154286049576833&av=100000246601123", 4.8K4.8K
"https://www.facebook.com/cnn/videos/10154355622631509/", See More
"https://www.facebook.com/cnn/videos/10154355622631509/?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 1.1K Comments
"https://www.facebook.com/shares/view?id=10154355622631509&av=100000246601123", 844 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154355622631509&av=100000246601123", 5.2K5.2K
"https://www.facebook.com/mikehuckabee/?ref=nf", 
"https://www.facebook.com/mikehuckabee/?fref=nf", 
"https://www.facebook.com/mikehuckabee/videos/10153445065492869/", December 21, 2015
"https://www.facebook.com/mikehuckabee/videos/10153445065492869/?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 923 Comments
"https://www.facebook.com/shares/view?id=10153445065492869&av=100000246601123", 4.5K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153445065492869&av=100000246601123", 11K11K
"https://www.facebook.com/dailykos/?ref=nf", 
"https://www.facebook.com/dailykos/?fref=nf", 
"https://www.facebook.com/guncontrolnow.campaign/", Gun Control. Now.
"https://www.facebook.com/dailykos/photos/a.416444264254.190398.43179984254/10154099091759255/?type=3", 
"https://www.facebook.com/dailykos/photos/a.416444264254.190398.43179984254/10154099091759255/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 685 Comments
"https://www.facebook.com/shares/view?id=10154099091759255&av=100000246601123", 2.8K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154099091759255&av=100000246601123", 4.7K4.7K
"https://www.facebook.com/jenna.ballinger?fref=nf", 
