Link, Anchor Text
"https://www.facebook.com/abcnews/?ref=nf", 
"https://www.facebook.com/abcnews/?fref=nf", 
"https://www.facebook.com/abcnews/posts/10154169263568812", March 4
"http://l.facebook.com/l.php?u=http%3A%2F%2Fabcn.ws%2F21LBLVg&h=NAQGJFuAE&enc=AZOFaaF0mgG7YN8jJzDVxlWbbYkaMwsSFHtOYsr20hYN6-YPjzuyY5odme5RivMW04ZpCr-kc77BbDsn8Tv7r0tRPLPh8yMhYJ7qevUrpeeGWh_fqeqgtN5go81xTxAxsNZu1cZPpMdUC8OCqdCK9g-HOSk0Olz0OVdsj6q3TraBU4_pbTgrUAJqXvTBQ_2Lr0avpP30bbSVjjPIup97V0QF&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fabcn.ws%2F21LBLVg&h=uAQF4Kto6&enc=AZPQvwJBqln_7idfn6MyrJp0xq_tdu7de00FbQ-UMpG0AEj-UJB4Avyi0ro9_2JHai5xTpH7N4JSjNoOFPonQcjuMk6mqf8N9MvLG3UMjhvvIlysujne5zIxNsRSlU4cFZFKGrcbWwGj0KRfVfhVXpzrTBhUvA_ktxhaw-J4eRjKu0JnhNNJBLmver1iu5_ngJs8QnQwabI3DhtRcIy8rBpM&s=1", Tech Industry Groups, Security Experts Back Apple
"http://l.facebook.com/l.php?u=http%3A%2F%2Fabcn.ws%2F21LBLVg&h=DAQFf2wMmAQGhi8kRkPnaMMkjCVq4NCg9Qeq89hFOLTppbw&enc=AZPLrm-P4Ep5w2J-HfXc-jbLpn53ZyErUwJlRe07E05NL1Zm5p3qiaZpLbdXtt4LLQFW68ivMwtOVYk6xnTgNoyhjycRGqqD6KZBCDWrBAoAg6Ye8CA-Kcg-i827GbxCPWEc1I-C7uJiBdBvHgu9rQS2LqaPdk-BA_pkaDzAci4-sqlvpMlwshnG7CejrbU6tJjeiuLSX4R2SDVPVfDcz22B&s=1", 
"https://www.facebook.com/abcnews/posts/10154169263568812?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 60 Comments
"https://www.facebook.com/shares/view?id=10154169263568812&av=100000246601123", 58 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154169263568812&av=100000246601123", 712712
"https://www.facebook.com/techinsider/?ref=nf", 
"https://www.facebook.com/techinsider/?fref=nf", 
"https://www.facebook.com/techinsider/posts/493950090803352", April 9 at 2:01pm
