Link, Anchor Text
"https://www.facebook.com/NASAClimateChange/?ref=nf", 
"https://www.facebook.com/NASAClimateChange/?fref=nf", 
"https://www.facebook.com/NASAClimateChange/posts/10154072600773076", 11 hrs
"http://l.facebook.com/l.php?u=http%3A%2F%2Fclimatekids.nasa.gov%2Fextreme-weather-birds%2F&h=QAQHCIYsm&enc=AZPT1XmezRnAwDEJ4QI8T3ZHO_kxWe5QLC99Kz6MaY-BUwiYtPpqQDCWovDRQ1C_uhtWQ4AF0gaPVpp7joGt5WmD9Yef_trclmU9mOHDKfRCVzgybK9UrQS-Q4ataBPGUbJoKLLAX6ykifBWymOZbOXLTRCitAorKGf-kz90VCKMtwTm_ckokRoJUUo6uYyACTFNlsmqEsVUo3h3U8Dv3UG-&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fclimatekids.nasa.gov%2Fextreme-weather-birds%2F&h=BAQFGTX8L&enc=AZPxQA2Ncd_BiU7NOpvAFig7EdahFalP1GfvLrdcYz48vaZIgMfjKCxZKXciVRifX5HUXBVdLteoKkKb0_IHKSjK7UDTcn0y8HgcBG00KsTrz3yqFySYZYEVN1ukZGs-2NOKBDG_2KPHyGC-7xJb8vM-nYfzwfupeicaQeJtqSltrhjQ3_-14cMU78bznatINZ5whAGDldah17WvMTsSeGGS&s=1", Birds and climate change | NASA's Climate Kids
"http://l.facebook.com/l.php?u=http%3A%2F%2Fclimatekids.nasa.gov%2Fextreme-weather-birds%2F&h=yAQH6Q8dgAQEyg6YwVeskDMc4Va8GCg7FFQcpC5tZvyxlVA&enc=AZOhwRM75kHqDnMv_fiLZcz1orxjOPJnCoAyI89tQfZjh_ItvblqvXaAqsXSvrtAKbXKI2T_l0fIA31QvnDQOWH2536XyK3LWnE_M0Ngvg1-id9HWAhU-Uc5QdbWSEUmcFE35p63UVmTpwtMth3plsIyaCn9uBh7rNjgwEoX_pVz0loBFbzsdMzbBu_BuhseYiZ_BPDrZIrdArLqEKSlBqnU&s=1", 
"https://www.facebook.com/NASAClimateChange/posts/10154072600773076?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 26 Comments
"https://www.facebook.com/shares/view?id=10154072600773076&av=100000246601123", 164 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154072600773076&av=100000246601123", 1K1K
"https://www.facebook.com/climatecentral/?ref=nf", 
"https://www.facebook.com/climatecentral/?fref=nf", 
"https://www.facebook.com/climatecentral/posts/10156780738280024", Yesterday at 11:03am
"http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F1SByEym&h=6AQFJ3Mde&enc=AZPJdYZWN54bGjGbzGKLz8CghdbCRbMujkYFSAWJ7GAP0Whw6OkxvyHFqgiVpae1iN6u8tYUN1aR1l3XOXUHjZfqotKNuNMgYGWBPH99W42p66w85BcN9zgieUKTxMq0JffyjDapPLWDki6swDASfdUbGVeHG0BPh-YRJT8_B3S-zkPuM2CBlaqK4TT5vMdc-OnuSSMcIvXtT5agoGsPhxaz&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F1SByEym&h=UAQENlIsa&enc=AZPwWxn9mPj9ZuOZcTXctLf8-3MNeV36iGj4gikMrXqkh9J7hZdXxafYrNkh8eF2T2h0slPunAf972_FCvNPC0CMDCHhIy9EUfDuR8iG_LUxKwPWyPDSCeKmENyyo6s7AipJk70924L-uwVyIjG0-4zsVtv_PLVDsc-cS-TlsnmKoVF-8HWPJdQMP_StL5lOP-OZuWHZvQ-G42RVgEiNB5kf&s=1", Studies Show Link Between Red Meat and Climate Change
"http://l.facebook.com/l.php?u=http%3A%2F%2Fbuff.ly%2F1SByEym&h=gAQGCZ2OKAQE_JxorjIswSO8FXWQ3xGOlaKLtX8SZkObAYA&enc=AZNHs_HTGprGVPPCpAsk5NZDwsUjYbylEPN-x2bFj-MyY7l5g_cM4VglIDC4Pbz8XCbCw99QVuFHSXJjwDbTEO5i3NWY4EbRqUzJRLZhN9XW8M8f-c5HJklRfXX1W5xTjZvlsK2DrCzg2h7sY4qp46sZPnnC-bhaJXNgk1fNzAFkEu-OnERJIAEKDUSjEfPAfMMduvEtGEjYBPyzcfWhP1Gi&s=1", 
"https://www.facebook.com/climatecentral/posts/10156780738280024?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 15 Comments
"https://www.facebook.com/shares/view?id=10156780738280024&av=100000246601123", 81 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10156780738280024&av=100000246601123", 197197
"https://www.facebook.com/gijrspencer?fref=nf", 
"https://www.facebook.com/gijrspencer", 
"https://www.facebook.com/senatoralfranken/", U.S. Senator Al Franken
"https://www.facebook.com/gijrspencer/posts/10100626114633452", April 19 at 8:31am
"https://www.facebook.com/senatoralfranken/videos/995716707180878/?fref=nf", U.S. Senator Al Franken
"https://www.facebook.com/senatoralfranken/videos/995716707180878/", April 18 at 2:17pm
"https://www.facebook.com/pages/Washington-District-of-Columbia/110184922344060", Washington
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10100626114633452&av=100000246601123", 33
"https://www.facebook.com/search/str/climate%2Bchange/stories-keyword/stories-feed", See more  posts from friends and groups

"https://www.facebook.com/christopher.clark.90813?fref=nf", 
"https://www.facebook.com/christopher.clark.90813/posts/10208913729378654", Yesterday at 9:59pm
"https://www.facebook.com/l.php?u=https%3A%2F%2Fapps.facebook.com%2Fhuffpost%2F%3Ffb_source%3Dfeed&h=vAQFBYTxq&enc=AZOFpjjcpQp-zTv741z6Kxk7NRJIj_f4Y_E4aTuqhnIGP7DEaN_f97w3I0BWZosApInxRavXZuRbw7yLw50rBOKOq-E3kexNJhJqrbeS5ajdq6EV85SBjmD-aju21c8tdN3uLVnZZKjH-_3SHeauB20LA7fpxa1vvXUb_C73Y11i9g8_z-rjKm2eQKUiKEcw-9UTdGHa1vX8hT3TucgZam7i&s=1", The Huffington Post

"http://l.facebook.com/l.php?u=http%3A%2F%2Fm.huffpost.com%2Fus%2Fentry%2Fbill-nye-bets-joe-bastardi-20k-climate-change_us_571589a5e4b0018f9cbaee3a&h=7AQHtELLP&enc=AZMPsG_exfZ8kw_fluv1-PUnCYguqcOC5oxE_4EdxirAKgDDghb3u3lM84Pn2sce_GtblzPzZ5mDcqCRmZgZsmuuvBBLLBT5FVW-hV06kNzjd5NCoksxLX-4sfTaa8U3vOTq-ZHAftemKelQ0XUcgR5s-unLYJN_VM7wNwbyC9eflDFQnRGA06S6NHj0quMi3ZOE6YSnZowOHhrkyVv3Mr3R&s=1", 
