Link, Anchor Text
"https://www.facebook.com/senatorsanders/?ref=nf", 
"https://www.facebook.com/senatorsanders/?fref=nf", 
"https://www.facebook.com/senatorsanders/videos/10154749967047908/", Yesterday at 11:52am
"https://www.facebook.com/senatorsanders/videos/10154749967047908/?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 705 Comments
"https://www.facebook.com/shares/view?id=10154749967047908&av=100000246601123", 4.8K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154749967047908&av=100000246601123", 13K13K
"https://www.facebook.com/berniesanders/?ref=nf", 
"https://www.facebook.com/berniesanders/?fref=nf", 
"https://www.facebook.com/berniesanders/posts/1036092226445781", 1 hr
"https://www.facebook.com/l.php?u=https%3A%2F%2Fwww.washingtonpost.com%2Fnews%2Fwonk%2Fwp%2F2016%2F04%2F25%2Fbernie-sanders-is-profoundly-changing-how-millennials-think-about-politics-poll-shows%2F&h=VAQGrUGhc&enc=AZPh5d5PrAs_jkfNpZO7X-Rg7hFmGiU9DTRD-dBQRipqQox6ETYrIsQIonHnDJehhs1ea3qW_q75rjqiHWg9_sJTcl5BZ5HZcRTRvCHdwWYSQI4vz66-7i1GPlw3JNIZC-UOGnTrNZpmHm2bRvInemrqnAqmcCYL9EtwDGZcOvNXUA1XbbVd3tzElY74tSaHwUVBsl0zz1ipm3cZ28xhDvMr&s=1", 
"https://www.facebook.com/l.php?u=https%3A%2F%2Fwww.washingtonpost.com%2Fnews%2Fwonk%2Fwp%2F2016%2F04%2F25%2Fbernie-sanders-is-profoundly-changing-how-millennials-think-about-politics-poll-shows%2F&h=UAQENlIsa&enc=AZO2v9fnHglEBdNpkuQDKV22rX8aoe_r20n_-e0ANirHoEikOaUa_rcrFT8roXzYlny05YWtWKkiXPinRwec5GTBlO1kyoEnkCl9O0pJ17XsOaa1a4qV4JAC_Xa4tcjp3g80gehPJzyQN55-be-Urt8XjzTOqvRfhp-wXqmSnc1RIthhxbZPzC7lnqG4gr-9RW5zXqamPvvCswYU63dcO8rX&s=1", Bernie Sanders is profoundly changing how millennials think about politics, poll shows
"https://www.facebook.com/l.php?u=https%3A%2F%2Fwww.washingtonpost.com%2Fnews%2Fwonk%2Fwp%2F2016%2F04%2F25%2Fbernie-sanders-is-profoundly-changing-how-millennials-think-about-politics-poll-shows%2F&h=2AQFq4cdaAQH71kc6y2cGcPoB8TjElTx5Mv_21BRdTMJ9kg&enc=AZP9-4NxwRwvk1ZwgU9UCsLT6T_OD2DXR7mCK25elexS42ktTSqRC3vyRFCai13JeuZKd_umGCroj-wRJq1bEx64m-rIlLKW__TIApv22OG1Mw_lnnDGpCwCRK4aj8qD0vTHhEBgMosi4yHM0B9iyhWPOLqsFJrR9amoByve2TGGiYhqbj105_sJVE53qoU832ufHkKXFAisUQPMv57iVZns&s=1", 
"https://www.facebook.com/berniesanders/posts/1036092226445781?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 422 Comments
"https://www.facebook.com/shares/view?id=1036092226445781&av=100000246601123", 1.4K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1036092226445781&av=100000246601123", 14K14K
"https://www.facebook.com/cnn/?ref=nf", 
"https://www.facebook.com/cnn/?fref=nf", 
"https://www.facebook.com/cnn/videos/10154710145731509/", April 19 at 11:53pm
"https://www.facebook.com/berniesanders/", Bernie Sanders
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F23YT8D0&h=MAQHIUcwZAQEJQo4gX7j_-E8sYUuUQdz20YQ0FNaRaD444Q&enc=AZMfQfrL2pcyTsapfmECUXi-CXjOLFoS8i2dPIvpvoul8SbFWmlaEN2R222eJ4JOF_S4M1seEJJ4JuQKY8c0WULgJo3q6qlrjc83gpHhIY6EE9WJhbgXZx0jqvuzVGd9xZJf3B1z8xiEUo-tvsdl1N6c6oD-wChJnCMz2YsYKAXE27coE8vwBpN7KZeTDPYtLz3_WZ3NBLqUqw-LMlHp4VH-&s=1", http://cnn.it/23YT8D0
"https://www.facebook.com/hashtag/nyprimary?source=feed_text&story_id=10154710145731509", ‪#‎NYPrimary‬
"https://www.facebook.com/cnn/videos/10154710145731509/?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 1K Comments
"https://www.facebook.com/shares/view?id=10154710145731509&av=100000246601123", 313 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154710145731509&av=100000246601123", 2.4K2.4K
"https://www.facebook.com/search/top/?q=bernie%20sanders#", Share
