Link, Anchor Text
"https://www.facebook.com/DonaldTrump/?ref=nf", 
"https://www.facebook.com/DonaldTrump/?fref=nf", 
"https://www.facebook.com/DonaldTrump/videos/10156970395965725/", 1 hr
"https://www.facebook.com/DonaldTrump/videos/10156970395965725/?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 1.8K Comments
"https://www.facebook.com/shares/view?id=10156970395965725&av=100000246601123", 2.3K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10156970395965725&av=100000246601123", 18K18K
"https://www.facebook.com/DailyCaller/?ref=nf", 
"https://www.facebook.com/DailyCaller/?fref=nf", 
"https://www.facebook.com/DailyCaller/posts/10153466965536770", 2 hrs
"http://l.facebook.com/l.php?u=http%3A%2F%2Ftrib.al%2F7a0nR1k&h=qAQHsv7nt&enc=AZMeP81jR8f4lwy709EAqeIFTdef7EnPI4SXdoPvytLXdaUtxuicl4N_Y8UN8IVNzu5_LumLXvVDZ2Kdro-A88VF7Oq72DZ9VFKF1ARZnE3c9dniNjLLbNEFZk0Wdg07AsIGav9oAHlM9TLVLzL937ubho1NCAygWBRd5Hi-g5wMGYm7yH13qhVHe-yEFgjWRymKMKHHI2ny9Ckd0gvqdDRn&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Ftrib.al%2F7a0nR1k&h=tAQG2A3Ft&enc=AZPv347tVifuW31kZn6QWWdtAV99lfgX-tEQyvbd7sRAZvydU_l7-uzLuUYYadTuDU5gL6dYflz7c8A3dSn4Nq7d7cVQCo9rWmh_u5ATIr69hWcvIHi550pBguvr6MI7ANt_l2V4t9sXojFYcZwjpB0vHtFdjr_FtOm7JmV22lS83MDlGWqq936nk52Iwra1bIcISp-P-CobqFsfY3Q40CBz&s=1", Former Indiana University Basketball Coach Bobby Knight To Appear At Trump Rally
"http://l.facebook.com/l.php?u=http%3A%2F%2Ftrib.al%2F7a0nR1k&h=MAQHIUcwZAQHuPq156XvSuiz-kpYvtiAGdAuU4zhF6Hd5Rg&enc=AZMTEYRLjmpomoE9pqrndUdfcE5C2DH02yqFFSCx0dpsRCCAz1AgVlPOQ86wyCfpUyiaNpkUJjo4A-4IsdPIW05A1JM307XEvl_eebXwcB9romcJA5_c3XqEftXXKhA77Xc3b2Ows4R-WkfYXTzprCm8FzmDmF4T8Ev5JVm1pHq39TTVKc6tTawcT8XszaTuHxJHDpoSdS5TIG6vLqNTfefk&s=1", 
"https://www.facebook.com/DailyCaller/posts/10153466965536770?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 87 Comments
"https://www.facebook.com/shares/view?id=10153466965536770&av=100000246601123", 75 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153466965536770&av=100000246601123", 820820
"https://www.facebook.com/cnnpolitics/?ref=nf", 
"https://www.facebook.com/cnnpolitics/?fref=nf", 
"https://www.facebook.com/cnnpolitics/posts/1134101043298394", 2 hrs
"https://www.facebook.com/DonaldTrump/", Donald J. Trump
"https://www.facebook.com/jeffsessions/", Jeff Sessions
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F1MUsfvW&h=mAQGLaybd&enc=AZPeF6I_idVDghgmpzxurzJxdlkmR8WnLyYsjX3wnrWJyu-wcJAxpMjMpEoR8575kMcAxJ_YTb0btHIqyUJdWv5AA9kyXtxM5iMM7MBgK4pnlwm1pXXFscEAKOXMQHs2bzlQ3jytxYa8C3m-7Nwxo2wnBl2zKpMwtyTW3yInRd0Rp7yEG0Gl-JRJJTwOqVLlq4CC7DAaxuaasoXTS0BOFvuc&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F1MUsfvW&h=8AQFnX9bA&enc=AZP3DXSoBk2likewTw0LugjtHXkx3tGkAYCwJRSBjXas7gooRPN0DqvpYDstBVwZ5GlGf2ps4Xp_gDHyTetVhusHe8YtB_oFabhg2kRLskhJlXamiH3ovNWpJW9nGBAR_su7jzps_uUtcVPiJCcMfLR7xMYUO3o8MD4DJSY7KpvExEiM_aIyPE2wQSKypOLMWE6sp2nTunDUpHZ_gF2P1bk1&s=1", Sessions calls plan by Trump's rivals 'desperate measures'
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F1MUsfvW&h=5AQEmGdM4AQG1YulDsFNCayxwNozBveWVqGaY_7SzQgyQcw&enc=AZMZ9-qFt2VxIudHmOD4y5w4dbAMpgh7bizeU0QhRKepd2_7uEa_3EmwfwoBe3Iq0lZK9nWWR_EZ8ZG2H77_1K-JJWYJ4-iAi8eXI_cBHZtHjpyvV4nl4D4JZ8TXmrfgULV24uth4RDp3nmIPUwDO29hHLMP4db3pORUhZd4T-vrMD3eXfDSAWzi1zAPvBtH495PoE97VCzyThdUs2xPeLe5&s=1", 
"https://www.facebook.com/cnnpolitics/posts/1134101043298394?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 65 Comments
"https://www.facebook.com/shares/view?id=1134101043298394&av=100000246601123", 5 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1134101043298394&av=100000246601123", 108108
"https://www.facebook.com/search/top/?q=donald%20trump#", Share
