Link, Anchor Text
"https://www.facebook.com/NBCNews/?ref=nf", 
"https://www.facebook.com/NBCNews/?fref=nf", 
"https://www.facebook.com/NBCNews/posts/1367510373268989", April 18 at 6:32am
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.nbcnews.com%2Fnews%2Fus-news%2Fsupreme-court-hear-obama-immigration-showdown-n556841%3Fcid%3Dsm_fb&h=AAQG-kR3K&enc=AZPAC5ttSQgxbPrWwXlOWQfKQxyPmYYz9S5lN3xuTqfSXVPWQBKZ34l1PLyWJ7V1zzO1iIoCru8ZVIKVHUfxNFVdDF6dK35EkhWMdOlacJ8Py90mbq64nJIUuovMNvxiTvQttqPlrCKWjTdu9dvoDc9V68jTn8U-NOoWK-c8kwVEEDrS0U1VwuY9smoyP7_nzR_5vspVH8uCD-nV71elRyon&s=1&skip_shim_verification=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.nbcnews.com%2Fnews%2Fus-news%2Fsupreme-court-hear-obama-immigration-showdown-n556841%3Fcid%3Dsm_fb&h=KAQE2GOTQ&enc=AZNFIE6C9UJlIy206BG-w7btBLmgdh6W77mqNt8B5CYZ_sIx_v3-6yj94Le7bzx1Nd5lxw0ROaYbF-A0SkQUFZOCOtR_shV3ZGi91t_II-ICQYC4p-k4b9z6Dxiw1EuqxqTp5zgWK1JvAcABNU0094UwDPUN7od_mCAbo--i0Aj6T2KtAxa9gyiVFILgbsCEamqo2E9uQXtbTl865PAgbDl0&s=1", Supreme Court to Hear Obama Immigration Showdown
"https://www.facebook.com/NBCNews/", NBC NEWS
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.nbcnews.com%2Fnews%2Fus-news%2Fsupreme-court-hear-obama-immigration-showdown-n556841%3Fcid%3Dsm_fb&h=iAQELj5ozAQH-RxP8MCHZmAEie1V-CYebz4Fo-CnI8awmag&enc=AZPaiXOY_UxoF2fSrtdFXPUpLS3pBlsIR8qCNYXdOWiq48OkOy6V-Lu1lxEHAbOolwf3y8cjiek0yIVyxmy0sb1p6W67sODMUr8-bRUYV_BxiJgStbQfgEPRE0lTwOjK8X_2RAWrg320TsNeTh7EdQNpiCTw4WLHsGso5ochOKctyEUJMPiXbA3QrXMFbcMhZx-6UAvE_JDa8g4xhUICn4FK&s=1", 
"https://www.facebook.com/NBCNews/posts/1367510373268989?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 467 Comments
"https://www.facebook.com/shares/view?id=1367510373268989&av=100000246601123", 216 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1367510373268989&av=100000246601123", 1.3K1.3K
"https://www.facebook.com/CBSNews/?ref=nf", 
"https://www.facebook.com/CBSNews/?fref=nf", 
"https://www.facebook.com/CBSNews/posts/10153299113395950", December 25, 2015
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcbsn.ws%2F1J86x5u&h=bAQFv2mrB&enc=AZNooL9u38IxH9KVOVVVgwrNKyuvByusFL9BXzOWX99zxcNYNzapqZjnh9qeuXl3-fVI4bDjg9dhFynemUXTetyF2RnXnE4shzYD2Rm6FC3xjJDontPoxJ8l6xFhhU467ZWp3q8-14hpCw8mrthy2CRhkoWswynTXxqU_pZxkygGctrun-oP_Sa1of9L4BElQzHVtw4FyXlDdy6hbGrOS506&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcbsn.ws%2F1J86x5u&h=AAQG-kR3K&enc=AZOhVWEvVSRlQzEtFcyM1jqBQ6GqoPUII7mz3xjKb5OYBhtuItG9nS1KuJ5zhbFv6rvF7wENrnEe4a4A_Ov_8M9psJHXTb8caXTQWuz0tt5MmAzBdotS0Nqd6tOxiaQrHMspxOrV4cZyihiiFuCDq4cI5L6aD5pl2l3GU3tQmU9VZ9WF_vXz5fYh4cuYAcvFhh-c51oDFhPV3Qy2h8yYJIkr&s=1", Immigration raids shouldn't be used against refugees, say advocates
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcbsn.ws%2F1J86x5u&h=nAQEGOffNAQGyns1DxOra02iD8lGcXUcd0Jt_FYnRx3o8jg&enc=AZMjaqEbiIeEvq-wlS6rYzoSxRRN5VgJMwYo6Io1QQ2TVMSdnKbbYi9tGmoNEbtTUKrqUW_msNeqgk8eoS8ddisB4Q1QVZCzWo1EkFRMFPogP-rrjXy0sckOVDLC37dAX9bnTI7-hOuJKo-RlcjA_1zm6DlDtecT6rNXhltyqnWyiJMhWHWs7olb1WfszFE_57us4CG9y5-mqXbSOsfnMXPk&s=1", 
"https://www.facebook.com/CBSNews/posts/10153299113395950?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 648 Comments
"https://www.facebook.com/shares/view?id=10153299113395950&av=100000246601123", 389 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153299113395950&av=100000246601123", 667667
"https://www.facebook.com/OfficialAnnCoulter/?ref=nf", 
"https://www.facebook.com/OfficialAnnCoulter/?fref=nf", 
"https://www.facebook.com/OfficialAnnCoulter/posts/830244863751996", February 13
"https://www.facebook.com/FoxNews/", Fox News
"https://www.facebook.com/l.php?u=https%3A%2F%2Fwww.donaldjtrump.com%2Fpositions%2Fimmigration-reform&h=CAQEytTad&enc=AZOtPqLQtxDdNyVfYJd9Zct73AzeE9nR0Zu3N7xqnRC-_c2cTwsqgzQX5vEsuxbeHYtnia1wI5KqB-WavtFGh0aqD5pJiS6aoV740XenAep7HTTZ8xDMAnI_9Ee91-Hohh_3WgSnZjWGqwxjkqTeRo04K3fkc6fRFKxqjlutH7dsnM-i_YotXFCjUSYhhHl6NtpRe456o5k0KxAtzT0XU0YP&s=1", 
"https://www.facebook.com/l.php?u=https%3A%2F%2Fwww.donaldjtrump.com%2Fpositions%2Fimmigration-reform&h=QAQHCIYsm&enc=AZPwZrnbTGlOM6uL_eidSMu1etz5zsYW12afuKWLwMQK0QIM-mvC-qPP-WbUhfb4OJooGG3OFLG6B5eT2hJgW9gItPgta1XA_GZksOt2XxGqHKnycbu4sTFK7YiFNaYYajXImvu2xD2gBHj2TwlqHc76y5aPjuayrLqKoI-Sdfaqw-aBMbWj0a1LtYxOX-4Cxv8Wkr4izn2vjOMmayjhzm9e&s=1", Immigration Reform
