Link, Anchor Text
"https://www.facebook.com/JohnKasich/?ref=nf", 
"https://www.facebook.com/JohnKasich/?fref=nf", 
"https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153412600725933/?type=3", 
"https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153412600725933/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 187 Comments
"https://www.facebook.com/shares/view?id=10153412600725933&av=100000246601123", 62 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153412600725933&av=100000246601123", 621621
"https://www.facebook.com/search/77590795932/stories-by", See More from John Kasich

"https://www.facebook.com/cnn/?ref=nf", 
"https://www.facebook.com/cnn/?fref=nf", 
"https://www.facebook.com/cnn/posts/10154730365651509", 9 mins
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F24gHZ0t&h=zAQFrBNyQ&enc=AZMMG0YBtBOKO1Gv3EpDe8nbLfMUnh-cWrbPgspU2F4AZbFoiOqGMpLZojaN-Xs4NAzj59y9UO6xeEZ1h_qoS5KW6jFdMpGMByBDpyrHyZJC0KNygQ3aLnilRwcTDjtkaAbJMI4rV_rvu1LhGVcja1Vojxhfa7lYUf7S76246jaxavsaABvAt4xjU3GdtuoLpIjYRvFSalvY9SamO5uo6mn8&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F24gHZ0t&h=nAQEGOffN&enc=AZO9MuXd88ANhCkiBa-FP7Ba7LNY0kLKPly_A6oKHJfODqfFNDmfkdCmf1I5Nc21b71d_OkpMXfLuWmB25EFFP83bJq0EjqRJeMGcJXkC75dDjR5UbYbhcM-wYGkrtKXdCcuUVnAvdoux8ucbxX0DkkT3tW2obKFz8wI25zp7gvrMVIMqddhs_Bd5hm-TBIlbhD133jFsCvuGDBjpZ-vx3nf&s=1", How Cruz and Kasich joined forces
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F24gHZ0t&h=pAQEmzeZXAQGDerkepEAkrMSdcLBKRPoMIsa0pffJ0bLL6Q&enc=AZMawHbkK8DAjPkkw8Dcy8Cvhql4KAEpXugNls8wpGcTxTuVtmccyOsGEtZvQsFS0BFHTpB3tj7B3SoIF5xAml7UjUh8MpKeNwbSQrRgJPfhoTym87zZVopaWTP9VpaZ0Z_CfbZ1AeFsw5i0ft_3qSEyQgUD7wf35TJV5GJ1fRMLnRhwVCRTFXMixH6OS6ThL7LVAQcY8BxKrpS625C68siR&s=1", 
"https://www.facebook.com/cnn/posts/10154730365651509?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 54 Comments
"https://www.facebook.com/shares/view?id=10154730365651509&av=100000246601123", 11 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154730365651509&av=100000246601123", 159159
"https://www.facebook.com/cnnpolitics/?ref=nf", 
"https://www.facebook.com/cnnpolitics/?fref=nf", 
"https://www.facebook.com/cnnpolitics/posts/1134041159971049", 3 hrs
"https://www.facebook.com/tedcruzpage/", Ted Cruz
"https://www.facebook.com/JohnKasich/", John Kasich
"https://www.facebook.com/DonaldTrump/", Donald J. Trump
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F24gpppb&h=JAQGzjvYi&enc=AZNsDqFbP1nlyho927FXTaCDYJRlYdrXRVU9_H_qeUHvAk2UL523ulxuHHV8xjQR_HocoKcDAsXt0TTTgfZwJuUTbrvkzxQPDRtXqu-HtImPzoveaxTeLKvw9lmeiNqk0vTCSV7BSs5kDkrC700EwlxMjn06_n3bCkKCC2pGzu6zo-wHXzI4KFDV9u1jJpGrkY2GFMvbsKw7bs0KYNMVyk9Z&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F24gpppb&h=xAQEeKvo2&enc=AZPfEgsO38wlHYQLBs2oIMzzeKNLEGYMbWpwWrWD3VUT5b4FiC6wN2rnCtxFEgpbn_sPIHO5OI9JGkNAclXwSDwpbq_B_bfUyxuqZ_dCWyh4JCk4JP2PuHZXkVg-2iim_ngwPF8TTASWrODtpyIm_m3OZHNmvRMITnSRBjAKjEnPJD-X8s4P8jkjdID3OeDLyPotAdgrcAdtzsgO4hkBTqrK&s=1", Cruz-Kasich alliance: Will it work?
"https://www.facebook.com/mjlee.journalist/", MJ LEE
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F24gpppb&h=2AQFq4cdaAQHcd730MFSUYoDh2GQu5ilo6mKalH53aq0Haw&enc=AZOVrXoQ9w-htxTvIg6mM07lNzZ6fVg6WKOM1G0aQgxnH-9HWRQgp2rukfgMADr2uNqAi3GwuWCQS2Uls22Euegiw_LpUNJkRNzac_VMTp1VPeKhOgluzUgImffMTRAlu7GNengGpziXrofJW7d-sQRS8i5bKK4feLT39PCXUFiYHADF38OQ-LCHRWH5LWwTvildp9zzD65MK864BVprQfFh&s=1", 
"https://www.facebook.com/cnnpolitics/posts/1134041159971049?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 281 Comments
"https://www.facebook.com/shares/view?id=1134041159971049&av=100000246601123", 27 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1134041159971049&av=100000246601123", 185185
"https://www.facebook.com/search/top/?q=john%20kasich#", Share
